6.293953154375366843e-01,9.010638412654822238e-01,-2.177775472624736697e+00,-2.424581919083262704e+00,3.489245058849514969e-01
2.246077820153128179e+00,9.004541219098528559e-01,-4.982007528288876941e+00,-2.826388757074096425e+00,-7.651447273432088192e-01
-2.338909311003169567e+00,6.220193869738115389e+00,-5.054863503867385255e+00,-2.418917110159982009e+00,-1.417561875142161698e+00
-8.041567686725489272e-01,3.772164776253307039e+00,-3.882979335336781190e+00,-1.782118094683922349e+00,-4.129244511947990581e+00
7.040562875401302101e+00,-3.107124869307287707e+00,-2.748930074388432843e+00,-3.582728411148811354e+00,-2.992544933368381344e+00
-9.066834482112310356e-01,-3.096375376384339351e+00,-3.857232978004998980e+00,-3.049034234341919891e+00,4.353206443893599342e+00
-1.263043444596768206e+00,-3.133050881435399670e+00,-2.797763899037683188e+00,4.046394665630241860e+00,-2.617151466623839795e+00
1.161406508660400627e+00,5.296847980769105568e+00,-5.250538323583467282e+00,-2.830468099279284999e+00,-2.799715174923111949e+00
2.810413694807373908e+00,-2.989663372211466275e+00,-3.816658635086051632e+00,-2.010064648406299614e+00,-3.372114158065668832e-01
2.257190836090643415e+00,3.903923507937471893e+00,-5.118759440715381359e+00,-4.880008818118787062e+00,-2.448631800246603429e+00
-2.061830340561435104e+00,-8.061817871863086182e+00,5.072645438899360038e+00,-3.195573801384917534e+00,2.395404768924880745e+00
2.115013271407829354e+00,-1.331726553772910382e+00,-3.314967489694369718e+00,-2.870735029896665402e+00,-1.670841542479976738e+00
6.279522160311783452e+00,-2.659914462687321013e+00,-1.362569123020253903e+00,-3.861304214483277875e+00,-3.343270833814233622e+00
-1.426816814257422239e+00,6.773881332817115464e+00,-4.468285203430689911e+00,-2.836285985954536404e+00,-3.601600845668831319e+00
1.658819918970603435e+00,2.997819523723555535e-01,-5.144198696708384588e+00,-1.995304783116722547e+00,-1.455794510387270702e+00
-5.387925373680980456e+00,2.115110121483780858e+00,2.201184130463090249e-01,-4.579702402811386186e+00,-7.961972772714781543e-02
9.133275482103728193e-02,2.510554092816112082e+00,-5.472977009321487785e+00,-2.003589766397852578e+00,-4.012994495983821519e-01
-3.406636711263385298e+00,1.720652320309179917e+00,5.792305245795926538e+00,-3.028979009109983522e+00,-8.093902492719637465e+00
-5.801124895168622508e+00,-3.739857237933957634e+00,-3.142468837588456854e+00,4.475036599524883307e+00,1.222911930469583686e+00
2.665703854829096109e+00,-1.066605338579790230e+00,-1.353474043452946640e+00,-2.163059935679327861e+00,-2.557035711242858333e+00
4.331621576158608988e+00,-6.671329280169534526e-01,-1.469528232108018528e+00,-2.832713518338025427e+00,-1.651935536132845828e+00
-4.324742937520145603e+00,2.355397030546383608e+00,-2.807277183092150019e-01,-1.882257618202261229e+00,-2.733459399803855328e-01
-6.403166199446926887e-01,-6.095932313435149297e+00,2.464542850724637801e-01,2.264122621614526487e+00,-4.673577456903005078e+00
-4.806357239402933246e+00,-1.197645887244689611e+01,1.417483496803125931e+01,2.841443470396050053e-01,-2.808728614617867603e+00
3.056494500923646385e+00,8.706085957139028109e-01,-1.903536900347936989e+00,-2.521521153026495377e+00,-1.936368172396806919e+00
1.618709866795566166e+00,2.480501406135116327e-01,-2.776731656656190594e+00,-1.797803680934485726e+00,-1.770197604191318552e+00
3.928177369686632669e+00,-5.227347818002397339e+00,-3.431754207895083120e+00,-4.538190983366076625e-01,-2.529105565309281545e+00
-1.076928087902739328e+01,-3.726521983302348406e+00,-3.835166725191679227e+00,1.247233006468989736e+01,-3.342289538467278387e+00
-3.181341983791965866e+00,-3.199578432835022301e+00,-7.273795013692128109e+00,-3.475014548351318844e+00,9.221923514136026512e+00
-1.292017341386074269e+00,-4.228559174035434687e+00,4.153342271771716554e+00,-3.102205991416001618e-01,-2.471543954373939922e+00
2.509707681860421591e+00,-1.460538042032964778e+00,-2.063899261237879035e+00,-3.911962934510855860e-01,-2.222233653043981683e+00
-4.186911705471247913e+00,1.124564474094635891e+00,-2.654487040266469311e+00,-3.550735887182148165e+00,2.839249100408286264e+00
-4.496905158231788491e+00,-5.567650608879177732e+00,-5.216890060702199072e+00,-4.942391521128882692e-01,7.774253114377503771e+00
7.307108544657939797e-01,3.213018840865662806e+00,-1.825742196728227018e+00,-4.138748830353260466e+00,-5.645266826340010091e+00
